18,0,0,-0.149321267,-0.090497738,-0.226244344,-0.230769231,-0.113122172,-0.334841629,0.018099548,-0.398190045,-0.185520362,-0.520361991,-0.176470588,-0.719457014,-0.14479638,-0.85520362,-0.117647059,-0.986425339,-0.067873303,-0.542986425,-0.113122172,-0.764705882,-0.131221719,-0.873303167,-0.140271493,-1,0.054298643,-0.515837104,0.058823529,-0.674208145,0.036199095,-0.50678733,0.027149321,-0.407239819,0.180995475,-0.443438914,0.185520362,-0.583710407,0.14479638,-0.479638009,0.122171946,-0.402714932
18,0,0,-0.144144144,-0.09009009,-0.220720721,-0.234234234,-0.117117117,-0.342342342,0.018018018,-0.405405405,-0.18018018,-0.522522523,-0.171171171,-0.716216216,-0.13963964,-0.855855856,-0.108108108,-0.986486486,-0.063063063,-0.545045045,-0.108108108,-0.765765766,-0.130630631,-0.873873874,-0.135135135,-1,0.058558559,-0.518018018,0.063063063,-0.675675676,0.040540541,-0.513513514,0.031531532,-0.40990991,0.184684685,-0.441441441,0.189189189,-0.585585586,0.148648649,-0.486486486,0.126126126,-0.40990991
18,0,0,-0.148648649,-0.094594595,-0.220720721,-0.238738739,-0.094594595,-0.346846847,0.045045045,-0.396396396,-0.175675676,-0.522522523,-0.162162162,-0.716216216,-0.126126126,-0.851351351,-0.094594595,-0.977477477,-0.058558559,-0.54954955,-0.108108108,-0.77027027,-0.135135135,-0.878378378,-0.148648649,-1,0.063063063,-0.522522523,0.067567568,-0.671171171,0.040540541,-0.504504505,0.031531532,-0.405405405,0.184684685,-0.445945946,0.193693694,-0.585585586,0.148648649,-0.481981982,0.121621622,-0.405405405
18,0,0,-0.148648649,-0.099099099,-0.220720721,-0.234234234,-0.117117117,-0.342342342,0.013513514,-0.40990991,-0.189189189,-0.518018018,-0.189189189,-0.734234234,-0.166666667,-0.873873874,-0.148648649,-1,-0.067567568,-0.536036036,-0.108108108,-0.765765766,-0.121621622,-0.878378378,-0.121621622,-1,0.054054054,-0.504504505,0.058558559,-0.671171171,0.031531532,-0.513513514,0.018018018,-0.40990991,0.175675676,-0.436936937,0.184684685,-0.585585586,0.13963964,-0.486486486,0.112612613,-0.405405405
18,0,0,-0.151785714,-0.09375,-0.223214286,-0.241071429,-0.111607143,-0.34375,0.026785714,-0.401785714,-0.178571429,-0.522321429,-0.165178571,-0.71875,-0.129464286,-0.857142857,-0.09375,-0.982142857,-0.0625,-0.540178571,-0.107142857,-0.767857143,-0.133928571,-0.879464286,-0.142857143,-1,0.058035714,-0.508928571,0.0625,-0.669642857,0.03125,-0.513392857,0.017857143,-0.40625,0.178571429,-0.4375,0.191964286,-0.584821429,0.142857143,-0.486607143,0.107142857,-0.40625
18,0,0,-0.146666667,-0.093333333,-0.222222222,-0.235555556,-0.111111111,-0.337777778,0.026666667,-0.4,-0.182222222,-0.515555556,-0.168888889,-0.715555556,-0.133333333,-0.853333333,-0.102222222,-0.977777778,-0.062222222,-0.533333333,-0.102222222,-0.764444444,-0.128888889,-0.88,-0.137777778,-1,0.057777778,-0.502222222,0.062222222,-0.666666667,0.031111111,-0.511111111,0.017777778,-0.408888889,0.177777778,-0.431111111,0.191111111,-0.577777778,0.142222222,-0.484444444,0.111111111,-0.4
18,0,0,-0.147321429,-0.09375,-0.21875,-0.245535714,-0.102678571,-0.348214286,0.035714286,-0.40625,-0.178571429,-0.526785714,-0.165178571,-0.723214286,-0.133928571,-0.857142857,-0.107142857,-0.982142857,-0.058035714,-0.544642857,-0.102678571,-0.767857143,-0.125,-0.879464286,-0.133928571,-1,0.0625,-0.513392857,0.066964286,-0.669642857,0.040178571,-0.517857143,0.022321429,-0.415178571,0.183035714,-0.4375,0.191964286,-0.580357143,0.151785714,-0.486607143,0.120535714,-0.40625
18,0,0,-0.147321429,-0.09375,-0.223214286,-0.241071429,-0.107142857,-0.348214286,0.026785714,-0.40625,-0.183035714,-0.522321429,-0.174107143,-0.723214286,-0.147321429,-0.861607143,-0.120535714,-0.986607143,-0.066964286,-0.540178571,-0.102678571,-0.767857143,-0.125,-0.879464286,-0.133928571,-1,0.053571429,-0.508928571,0.0625,-0.669642857,0.03125,-0.522321429,0.017857143,-0.415178571,0.178571429,-0.4375,0.1875,-0.580357143,0.142857143,-0.486607143,0.116071429,-0.40625
18,0,0,-0.148648649,-0.09009009,-0.22972973,-0.225225225,-0.117117117,-0.333333333,0.018018018,-0.400900901,-0.198198198,-0.513513514,-0.184684685,-0.720720721,-0.157657658,-0.855855856,-0.130630631,-0.981981982,-0.076576577,-0.531531532,-0.117117117,-0.761261261,-0.130630631,-0.873873874,-0.13963964,-1,0.045045045,-0.5,0.04954955,-0.662162162,0.031531532,-0.509009009,0.018018018,-0.414414414,0.171171171,-0.432432432,0.18018018,-0.576576577,0.13963964,-0.481981982,0.117117117,-0.405405405
18,0,0,-0.153153153,-0.09009009,-0.234234234,-0.22972973,-0.126126126,-0.333333333,0.009009009,-0.387387387,-0.189189189,-0.513513514,-0.18018018,-0.716216216,-0.153153153,-0.855855856,-0.126126126,-0.981981982,-0.067567568,-0.536036036,-0.112612613,-0.761261261,-0.13963964,-0.878378378,-0.148648649,-1,0.054054054,-0.509009009,0.054054054,-0.666666667,0.027027027,-0.509009009,0.018018018,-0.405405405,0.175675676,-0.436936937,0.184684685,-0.581081081,0.13963964,-0.481981982,0.108108108,-0.400900901
